subject_code,subject_name,max_marks,credit,practical
SCSB1413,SOFTWARE TESTING,100,3,False
SCSB1414,BIG DATA ANALYTICS,100,3,False
SCSB1415,MACHINE LEARNING,100,3,False
SCSB1416,CLOUD COMPUTING,100,3,False
SCSB1417,DATA WAREHOUSING AND DATA MINING,100,3,False
SCSB1418,SOFT COMPUTING,100,3,False
SCSB1419,INTERNET OF THINGS,100,3,False
SCSB1420,NETWORK PROGRAMMING,100,3,False
SCSB1421,SYSTEM ANALYSIS AND DESIGN,100,3,False
SCSB1422,USER INTERFACE DESIGN,100,3,False
SCSB1423,BUSINESS INTELLIGENCE,100,3,False
SCSB1424,DATA COMMUNICATIONS AND NETWORKING,100,3,False
SCSB1425,COMPUTER NETWORKS,100,3,False
SCSB1426,AUTOMATA THEORY AND COMPILER DESIGN,100,3,False
SCSB1427,ARTIFICIAL INTELLIGENCE,100,3,False
SCSB1428,SOFTWARE PROJECT MANAGEMENT,100,3,False
SCSB1429,COMPUTER GRAPHICS,100,3,False
SCSB1430,SYSTEM ANALYSIS AND DESIGN,100,3,False
SCSB1431,DATA MINING AND DATA WAREHOUSING,100,3,False
SCSB1432,DISTRIBUTED SYSTEMS,100,3,False
SCSB1433,SOFTWARE TESTING,100,3,False
SCSB1434,INFORMATION SECURITY,100,3,False
SCSB1435,WIRELESS SENSOR NETWORKS,100,3,False
SCSB1436,MOBILE APPLICATION DEVELOPMENT,100,3,False
SCSB1437,E-COMMERCE,100,3,False
SCSB1438,DATA WAREHOUSING,100,3,False
SCSB1439,CRYPTOGRAPHY AND NETWORK SECURITY,100,3,False
SCSB1440,SOFTWARE QUALITY ASSURANCE,100,3,False
SCSB1441,DATA SCIENCE,100,3,False
SCSB1442,CLOUD COMPUTING,100,3,False
SCSB1443,BIG DATA ANALYTICS,100,3,False
SCSB1444,MACHINE LEARNING,100,3,False
SCSB1445,WIRELESS COMMUNICATION,100,3,False
SCSB1446,NETWORK PROGRAMMING,100,3,False
SCSB1447,COMPUTER GRAPHICS,100,3,False
SCSB1448,AUTOMATA THEORY AND COMPILER DESIGN,100,3,False
SCSB1449,ARTIFICIAL INTELLIGENCE,100,3,False
SCSB1501,DATA COMMUNICATION AND COMPUTER NETWORKS,100,3,False
SCSB1450,MOBILE COMPUTING,100,3,False
SCSB1502,NETWORK SECURITY,100,3,False
SCSB1503,INFORMATION SECURITY,100,3,False
SCSB1504,WEB PROGRAMMING,100,3,False
SCSB1505,MOBILE APPLICATION DEVELOPMENT,100,3,False
SCSB1506,BIG DATA ANALYTICS,100,3,False
SCSB1507,CLOUD COMPUTING,100,3,False
SCSB1508,INTERNET OF THINGS,100,3,False
SCSB1509,MACHINE LEARNING,100,3,False
SCSB1510,DATA SCIENCE,100,3,False
SCSB1511,CYBER SECURITY,100,3,False
SCSB1512,SOFTWARE TESTING,100,3,False
SCSB1612,PREDICTIVE AND ADVANCED ANALYTICS,100,3,False
SCSB1613,DATA WAREHOUSING AND DATA MINING,100,3,False
SCSB1614,DISTRIBUTED SYSTEMS,100,3,False
SCSB1615,SOFTWARE PROJECT MANAGEMENT,100,3,False
SCSB1616,OPTIMIZATION TECHNIQUES FOR COMPUTING,100,3,False
SCSB1617,COMPUTER NETWORKS,100,3,False
SCSB1618,SOFTWARE ENGINEERING,100,3,False
SCSB1619,WEB TECHNOLOGIES,100,3,False
SCSB1620,CRYPTOGRAPHY AND NETWORK SECURITY,100,3,False
SCSB1701,NETWORK PROGRAMMING,100,3,False
SCSB1702,MOBILE COMPUTING,100,3,False
SCSB1703,CLOUD COMPUTING,100,3,False
SCSB1704,BIG DATA ANALYTICS,100,3,False
SCSB1705,MACHINE LEARNING,100,3,False
SCSB1706,DATA SCIENCE,100,3,False
SCSB1707,WIRELESS COMMUNICATION,100,3,False
SCSB1708,SOFTWARE TESTING,100,3,False
SCSB1709,CYBER SECURITY,100,3,False
SCSB1710,COMPUTER GRAPHICS,100,3,False
SCSB1711,DISTRIBUTED SYSTEMS,100,3,False
SCSB1712,COMPUTER VISION,100,3,False
SCSB1713,DATA WAREHOUSING AND DATA MINING,100,3,False
SCSB1714,SMART PRODUCT DEVELOPMENT,100,3,False
SCSB1715,OPERATING SYSTEMS,100,3,False
SCSB1716,SOFTWARE ENGINEERING,100,3,False
SCSB1717,INTERNET OF THINGS,100,3,False
SCSB1718,MACHINE LEARNING,100,3,False
SCSB1719,ARTIFICIAL INTELLIGENCE,100,3,False
SCSB1720,DATA SCIENCE,100,3,False
SCSB1721,CYBER SECURITY,100,3,False
SCSB1722,CLOUD COMPUTING,100,3,False
SCSB1723,BIG DATA ANALYTICS,100,3,False
SCSB1724,SOFTWARE TESTING,100,3,False
SCSB1725,MOBILE APPLICATION DEVELOPMENT,100,3,False
SCSB1726,DATA COMMUNICATIONS AND NETWORKING,100,3,False
SCSB1727,WIRELESS COMMUNICATION,100,3,False
SCSB1728,COMPUTER GRAPHICS,100,3,False
SCSB1729,AUTOMATA THEORY AND COMPILER DESIGN,100,3,False
SCSB1730,ARTIFICIAL INTELLIGENCE,100,3,False
SCSB1731,DATABASE MANAGEMENT SYSTEMS,100,3,False
SCSB1732,DISTRIBUTED SYSTEMS,100,3,False
SCSB1733,OPERATING SYSTEMS,100,3,False
SCSB1734,SOFTWARE ENGINEERING,100,3,False
SCSB1735,INTERNET OF THINGS,100,3,False
SCSB1736,DATA SCIENCE,100,3,False
SCSB1737,CYBER SECURITY,100,3,False
SCSB1738,BIG DATA ANALYTICS,100,3,False
SCSB1739,MACHINE LEARNING,100,3,False
SCSB1740,CLOUD COMPUTING,100,3,False
SCSB1741,MOBILE APPLICATION DEVELOPMENT,100,3,False
SCSB1742,NETWORK PROGRAMMING,100,3,False
SCSB1743,DATA COMMUNICATIONS AND NETWORKING,100,3,False
SCSB1744,WIRELESS COMMUNICATION,100,3,False
SCSB1745,SOFTWARE TESTING,100,3,False
SCSB1746,SOFTWARE QUALITY ASSURANCE,100,3,False
SCSB1747,DATA WAREHOUSING,100,3,False
SCSB1748,CRYPTOGRAPHY AND NETWORK SECURITY,100,3,False
SCSB1749,AUTOMATA THEORY AND COMPILER DESIGN,100,3,False
SCSB1750,ARTIFICIAL INTELLIGENCE,100,3,False
SCSB1751,DATABASE MANAGEMENT SYSTEMS,100,3,False
SCSB1752,COMPUTER VISION,100,3,False
SCSB1801,DATA WAREHOUSING AND DATA MINING,100,3,False
SCSB1802,DISTRIBUTED SYSTEMS,100,3,False
SCSB1803,OPERATING SYSTEMS,100,3,False
SCSB1804,SOFTWARE ENGINEERING,100,3,False
SCSB1805,INTERNET OF THINGS,100,3,False
SCSB1806,DATA SCIENCE,100,3,False
SCSB1807,CYBER SECURITY,100,3,False
SCSB1808,BIG DATA ANALYTICS,100,3,False
SCSB1809,MACHINE LEARNING,100,3,False
SCSB1810,CLOUD COMPUTING,100,3,False
SCSB1811,MOBILE APPLICATION DEVELOPMENT,100,3,False
SCSB1812,NETWORK PROGRAMMING,100,3,False
SCSB1813,DATA COMMUNICATIONS AND NETWORKING,100,3,False
SCSB1814,WIRELESS COMMUNICATION,100,3,False
SCSB1815,SOFTWARE QUALITY ASSURANCE,100,3,False
SCSB1816,DATA WAREHOUSING,100,3,False
SCSB1817,CRYPTOGRAPHY AND NETWORK SECURITY,100,3,False
SCSB1818,AUTOMATA THEORY AND COMPILER DESIGN,100,3,False
SCSB1819,ARTIFICIAL INTELLIGENCE,100,3,False
SCSB1820,DATABASE MANAGEMENT SYSTEMS,100,3,False
SCSB1821,DISTRIBUTED SYSTEMS,100,3,False
SCSB1822,OPERATING SYSTEMS,100,3,False
SCSB1823,SOFTWARE ENGINEERING,100,3,False
SCSB1824,INTERNET OF THINGS,100,3,False
SCSB1825,DATA SCIENCE,100,3,False
SCSB1826,CYBER SECURITY,100,3,False
SCSB1827,BIG DATA ANALYTICS,100,3,False
SCSB1828,MACHINE LEARNING,100,3,False
SCSB1829,CLOUD COMPUTING,100,3,False
SCSB1830,MOBILE APPLICATION DEVELOPMENT,100,3,False
SCSB1831,NETWORK PROGRAMMING,100,3,False
SCSB1832,DATA COMMUNICATIONS AND NETWORKING,100,3,False
SCSB1833,WIRELESS COMMUNICATION,100,3,False
SCSB1834,SOFTWARE TESTING,100,3,False
SCSB1835,SOFTWARE QUALITY ASSURANCE,100,3,False
SCSB1836,DATA WAREHOUSING,100,3,False
SCSB1837,CRYPTOGRAPHY AND NETWORK SECURITY,100,3,False
SCSB1838,AUTOMATA THEORY AND COMPILER DESIGN,100,3,False
SCSB1839,ARTIFICIAL INTELLIGENCE,100,3,False
SCSB1840,DATABASE MANAGEMENT SYSTEMS,100,3,False
SCSB1841,DISTRIBUTED SYSTEMS,100,3,False
SCSB1842,OPERATING SYSTEMS,100,3,False
SCSB1843,SOFTWARE ENGINEERING,100,3,False
SCSB1844,INTERNET OF THINGS,100,3,False
SCSB1845,DATA SCIENCE,100,3,False
SCSB1846,CYBER SECURITY,100,3,False
SCSB1847,BIG DATA ANALYTICS,100,3,False
SCSB1848,MACHINE LEARNING,100,3,False
SCSB1849,CLOUD COMPUTING,100,3,False
SCSB1850,MOBILE APPLICATION DEVELOPMENT,100,3,False
SCSB1851,NETWORK PROGRAMMING,100,3,False
SCSB1852,DATA COMMUNICATIONS AND NETWORKING,100,3,False
SCSB1853,WIRELESS COMMUNICATION,100,3,False
SCSB1854,SOFTWARE QUALITY ASSURANCE,100,3,False
SCSB1855,DATA WAREHOUSING,100,3,False
SCSB1856,CRYPTOGRAPHY AND NETWORK SECURITY,100,3,False
SCSB1857,AUTOMATA THEORY AND COMPILER DESIGN,100,3,False
SCSB1858,ARTIFICIAL INTELLIGENCE,100,3,False
SCSB1859,DATABASE MANAGEMENT SYSTEMS,100,3,False
SCSB1860,DISTRIBUTED SYSTEMS,100,3,False
SCSB1861,OPERATING SYSTEMS,100,3,False
SCSB1862,SOFTWARE ENGINEERING,100,3,False
SCSB1863,INTERNET OF THINGS,100,3,False
SCSB1864,DATA SCIENCE,100,3,False
SCSB1865,CYBER SECURITY,100,3,False
SCSB1866,BIG DATA ANALYTICS,100,3,False
SCSB1867,MACHINE LEARNING,100,3,False
SCSB1868,CLOUD COMPUTING,100,3,False
SCSB1869,MOBILE APPLICATION DEVELOPMENT,100,3,False
SCSB1870,NETWORK PROGRAMMING,100,3,False
SCSB1871,DATA COMMUNICATIONS AND NETWORKING,100,3,False
SCSB1872,WIRELESS COMMUNICATION,100,3,False
SCSB1873,SOFTWARE TESTING,100,3,False
SCSB1874,SOFTWARE QUALITY ASSURANCE,100,3,False
SCSB1875,DATA WAREHOUSING,100,3,False
SCSB1876,CRYPTOGRAPHY AND NETWORK SECURITY,100,3,False
SCSB1877,AUTOMATA THEORY AND COMPILER DESIGN,100,3,False
SCSB1878,ARTIFICIAL INTELLIGENCE,100,3,False
SCSB1879,DATABASE MANAGEMENT SYSTEMS,100,3,False
SCSB1880,DISTRIBUTED SYSTEMS,100,3,False
SCSB1881,OPERATING SYSTEMS,100,3,False
SCSB1882,SOFTWARE ENGINEERING,100,3,False
SCSB1883,INTERNET OF THINGS,100,3,False
SCSB1884,DATA SCIENCE,100,3,False
SCSB1885,CYBER SECURITY,100,3,False
SCSB1886,BIG DATA ANALYTICS,100,3,False
SCSB1887,MACHINE LEARNING,100,3,False
SCSB1888,CLOUD COMPUTING,100,3,False
SCSB1889,MOBILE APPLICATION DEVELOPMENT,100,3,False
SCSB1890,NETWORK PROGRAMMING,100,3,False
SCSB1891,DATA COMMUNICATIONS AND NETWORKING,100,3,False
SCSB1892,WIRELESS COMMUNICATION,100,3,False
SCSB1893,SOFTWARE TESTING,100,3,False
SCSB1894,SOFTWARE QUALITY ASSURANCE,100,3,False
SCSB1895,DATA WAREHOUSING,100,3,False
SCSB1896,CRYPTOGRAPHY AND NETWORK SECURITY,100,3,False
SCSB1897,AUTOMATA THEORY AND COMPILER DESIGN,100,3,False
SCSB1898,ARTIFICIAL INTELLIGENCE,100,3,False
SCSB1899,DATABASE MANAGEMENT SYSTEMS,100,3,False
SCSB1900,DISTRIBUTED SYSTEMS,100,3,False
SCSB1901,OPERATING SYSTEMS,100,3,False
SCSB1902,SOFTWARE ENGINEERING,100,3,False
SCSB1903,INTERNET OF THINGS,100,3,False
SCSB1904,DATA SCIENCE,100,3,False
SCSB1905,CYBER SECURITY,100,3,False
SCSB1906,BIG DATA ANALYTICS,100,3,False
SCSB1907,MACHINE LEARNING,100,3,False
SCSB1908,CLOUD COMPUTING,100,3,False
SCSB1909,MOBILE APPLICATION DEVELOPMENT,100,3,False
SCSB1910,NETWORK PROGRAMMING,100,3,False
SCSB1911,DATA COMMUNICATIONS AND NETWORKING,100,3,False
SCSB1912,WIRELESS COMMUNICATION,100,3,False
SCSB1913,SOFTWARE TESTING,100,3,False
SCSB1914,SOFTWARE QUALITY ASSURANCE,100,3,False
SCSB1915,DATA WAREHOUSING,100,3,False
SCSB1916,CRYPTOGRAPHY AND NETWORK SECURITY,100,3,False
SCSB1917,AUTOMATA THEORY AND COMPILER DESIGN,100,3,False
SCSB1918,ARTIFICIAL INTELLIGENCE,100,3,False
SCSB1919,DATABASE MANAGEMENT SYSTEMS,100,3,False
SCSB1920,DISTRIBUTED SYSTEMS,100,3,False
SCSB1921,OPERATING SYSTEMS,100,3,False
SCSB1922,SOFTWARE ENGINEERING,100,3,False
SCSB1923,INTERNET OF THINGS,100,3,False
SCSB1924,DATA SCIENCE,100,3,False
SCSB1925,CYBER SECURITY,100,3,False
SCSB1926,BIG DATA ANALYTICS,100,3,False
SCSB1927,MACHINE LEARNING,100,3,False
SCSB1928,CLOUD COMPUTING,100,3,False
SCSB1929,MOBILE APPLICATION DEVELOPMENT,100,3,False
SCSB1930,NETWORK PROGRAMMING,100,3,False
SCSB1931,DATA COMMUNICATIONS AND NETWORKING,100,3,False
SCSB1932,WIRELESS COMMUNICATION,100,3,False
SCSB1933,SOFTWARE TESTING,100,3,False
SCSB1934,SOFTWARE QUALITY ASSURANCE,100,3,False
SCSB1935,DATA WAREHOUSING,100,3,False
SCSB1936,CRYPTOGRAPHY AND NETWORK SECURITY,100,3,False
SCSB1937,AUTOMATA THEORY AND COMPILER DESIGN,100,3,False
SCSB1938,ARTIFICIAL INTELLIGENCE,100,3,False
SCSB1939,DATABASE MANAGEMENT SYSTEMS,100,3,False
SCSB1940,DISTRIBUTED SYSTEMS,100,3,False
SCSB1941,OPERATING SYSTEMS,100,3,False
SCSB1942,SOFTWARE ENGINEERING,100,3,False
SCSB1943,INTERNET OF THINGS,100,3,False
SCSB1944,DATA SCIENCE,100,3,False
SCSB1945,CYBER SECURITY,100,3,False
SCSB1946,BIG DATA ANALYTICS,100,3,False
SCSB1947,MACHINE LEARNING,100,3,False
SCSB1948,CLOUD COMPUTING,100,3,False
SCSB1949,MOBILE APPLICATION DEVELOPMENT,100,3,False
SCSB1950,NETWORK PROGRAMMING,100,3,False
SCSB1951,DATA COMMUNICATIONS AND NETWORKING,100,3,False
SCSB1952,WIRELESS COMMUNICATION,100,3,False
SCSB1953,SOFTWARE TESTING,100,3,False
SCSB1954,SOFTWARE QUALITY ASSURANCE,100,3,False
SCSB1955,DATA WAREHOUSING,100,3,False
SCSB1956,CRYPTOGRAPHY AND NETWORK SECURITY,100,3,False
SCSB1957,AUTOMATA THEORY AND COMPILER DESIGN,100,3,False
SCSB1958,ARTIFICIAL INTELLIGENCE,100,3,False
SCSB1959,DATABASE MANAGEMENT SYSTEMS,100,3,False
SCSB1960,DISTRIBUTED SYSTEMS,100,3,False
SCSB1961,OPERATING SYSTEMS,100,3,False
SCSB1962,SOFTWARE ENGINEERING,100,3,False
SCSB1963,INTERNET OF THINGS,100,3,False
SCSB1964,DATA SCIENCE,100,3,False
SCSB1965,CYBER SECURITY,100,3,False
SCSB1966,BIG DATA ANALYTICS,100,3,False
SCSB1967,MACHINE LEARNING,100,3,False
SCSB1968,CLOUD COMPUTING,100,3,False
SCSB1969,MOBILE APPLICATION DEVELOPMENT,100,3,False
SCSB1970,NETWORK PROGRAMMING,100,3,False
SCSB1971,DATA COMMUNICATIONS AND NETWORKING,100,3,False
SCSB1972,WIRELESS COMMUNICATION,100,3,False
SCSB1973,SOFTWARE TESTING,100,3,False
SCSB1974,SOFTWARE QUALITY ASSURANCE,100,3,False
SCSB1975,DATA WAREHOUSING,100,3,False
SCSB1976,CRYPTOGRAPHY AND NETWORK SECURITY,100,3,False
SCSB1977,AUTOMATA THEORY AND COMPILER DESIGN,100,3,False
SCSB1978,ARTIFICIAL INTELLIGENCE,100,3,False
SCSB1979,DATABASE MANAGEMENT SYSTEMS,100,3,False
SCSB1980,DISTRIBUTED SYSTEMS,100,3,False
SCSB1981,OPERATING SYSTEMS,100,3,False
SCSB1982,SOFTWARE ENGINEERING,100,3,False
SCSB1983,INTERNET OF THINGS,100,3,False
SCSB1984,DATA SCIENCE,100,3,False
SCSB1985,CYBER SECURITY,100,3,False
SCSB1986,BIG DATA ANALYTICS,100,3,False
SCSB1987,MACHINE LEARNING,100,3,False
SCSB1988,CLOUD COMPUTING,100,3,False
SCSB1989,MOBILE APPLICATION DEVELOPMENT,100,3,False
SCSB1990,NETWORK PROGRAMMING,100,3,False
SCSB1991,DATA COMMUNICATIONS AND NETWORKING,100,3,False
SCSB1992,WIRELESS COMMUNICATION,100,3,False
SCSB1993,SOFTWARE TESTING,100,3,False
SCSB1994,SOFTWARE QUALITY ASSURANCE,100,3,False
SCSB1995,DATA WAREHOUSING,100,3,False
SCSB1996,CRYPTOGRAPHY AND NETWORK SECURITY,100,3,False
SCSB1997,AUTOMATA THEORY AND COMPILER DESIGN,100,3,False
SCSB1998,ARTIFICIAL INTELLIGENCE,100,3,False
SCSB1999,DATABASE MANAGEMENT SYSTEMS,100,3,False
SCSB2000,DISTRIBUTED SYSTEMS,100,3,False
SCSB2001,OPERATING SYSTEMS,100,3,False
SCSB2002,SOFTWARE ENGINEERING,100,3,False
SCSB2003,INTERNET OF THINGS,100,3,False
SCSB2004,DATA SCIENCE,100,3,False
SCSB2005,CYBER SECURITY,100,3,False
SCSB2006,BIG DATA ANALYTICS,100,3,False
SCSB2007,MACHINE LEARNING,100,3,False
SCSB2008,CLOUD COMPUTING,100,3,False
SCSB2009,MOBILE APPLICATION DEVELOPMENT,100,3,False
SCSB2010,NETWORK PROGRAMMING,100,3,False
SCSB2011,DATA COMMUNICATIONS AND NETWORKING,100,3,False
SCSB2012,WIRELESS COMMUNICATION,100,3,False
SCSB2013,SOFTWARE TESTING,100,3,False
SCSB2014,SOFTWARE QUALITY ASSURANCE,100,3,False
SCSB2015,DATA WAREHOUSING,100,3,False
SCSB2016,CRYPTOGRAPHY AND NETWORK SECURITY,100,3,False
SCSB2017,AUTOMATA THEORY AND COMPILER DESIGN,100,3,False
SCSB2018,ARTIFICIAL INTELLIGENCE,100,3,False
SCSB2019,DATABASE MANAGEMENT SYSTEMS,100,3,False
SCSB2020,DISTRIBUTED SYSTEMS,100,3,False
SCSB2021,OPERATING SYSTEMS,100,3,False
SCSB2022,SOFTWARE ENGINEERING,100,3,False
SCSB2023,INTERNET OF THINGS,100,3,False
SCSB2024,DATA SCIENCE,100,3,False
SCSB2025,CYBER SECURITY,100,3,False
SCSB2026,BIG DATA ANALYTICS,100,3,False
SCSB2027,MACHINE LEARNING,100,3,False
SCSB2028,CLOUD COMPUTING,100,3,False
SCSB2029,MOBILE APPLICATION DEVELOPMENT,100,3,False
SCSB2030,NETWORK PROGRAMMING,100,3,False
SCSB2031,DATA COMMUNICATIONS AND NETWORKING,100,3,False
SCSB2032,WIRELESS COMMUNICATION,100,3,False
SCSB2033,SOFTWARE TESTING,100,3,False
SCSB2034,SOFTWARE QUALITY ASSURANCE,100,3,False
SCSB2035,DATA WAREHOUSING,100,3,False
SCSB2036,CRYPTOGRAPHY AND NETWORK SECURITY,100,3,False
SCSB2037,AUTOMATA THEORY AND COMPILER DESIGN,100,3,False
SCSB2038,ARTIFICIAL INTELLIGENCE,100,3,False
SCSB2039,DATABASE MANAGEMENT SYSTEMS,100,3,False
SCSB2040,DISTRIBUTED SYSTEMS,100,3,False
SCSB2041,OPERATING SYSTEMS,100,3,False
SCSB2042,SOFTWARE ENGINEERING,100,3,False
SCSB2043,INTERNET OF THINGS,100,3,False
SCSB2044,DATA SCIENCE,100,3,False
SCSB2045,CYBER SECURITY,100,3,False
SCSB2046,BIG DATA ANALYTICS,100,3,False
SCSB2047,MACHINE LEARNING,100,3,False
SCSB2048,CLOUD COMPUTING,100,3,False
SCSB2049,MOBILE APPLICATION DEVELOPMENT,100,3,False
SCSB2050,NETWORK PROGRAMMING,100,3,False
SCSB2051,DATA COMMUNICATIONS AND NETWORKING,100,3,False
SCSB2052,WIRELESS COMMUNICATION,100,3,False
SCSB2053,SOFTWARE TESTING,100,3,False
SCSB2054,SOFTWARE QUALITY ASSURANCE,100,3,False
SCSB2055,DATA WAREHOUSING,100,3,False
SCSB2056,CRYPTOGRAPHY AND NETWORK SECURITY,100,3,False
SCSB2057,AUTOMATA THEORY AND COMPILER DESIGN,100,3,False
SCSB2058,ARTIFICIAL INTELLIGENCE,100,3,False
SCSB2059,DATABASE MANAGEMENT SYSTEMS,100,3,False
SCSB2060,DISTRIBUTED SYSTEMS,100,3,False
SCSB2061,OPERATING SYSTEMS,100,3,False
SCSB2062,SOFTWARE ENGINEERING,100,3,False
SCSB2063,INTERNET OF THINGS,100,3,False
SCSB2064,DATA SCIENCE,100,3,False
SCSB2065,CYBER SECURITY,100,3,False
SCSB2066,BIG DATA ANALYTICS,100,3,False
SCSB2067,MACHINE LEARNING,100,3,False
SCSB2068,CLOUD COMPUTING,100,3,False
SCSB2069,MOBILE APPLICATION DEVELOPMENT,100,3,False
SCSB2070,NETWORK PROGRAMMING,100,3,False
SCSB2071,DATA COMMUNICATIONS AND NETWORKING,100,3,False
SMTB1101,MATRICES AND CALCULUS,100,3,False
SPHB1101,PHYSICS,100,3,False
SECB1101,FUNDAMENTALS OF ELECTRONIC DEVICES,100,3,False
SECB1102,Fundamentals of Digital Systems,100,3,False
S11BLH12,PROBLEM SOLVING TECHNIQUES USING C,100,3,True
SMEB 2102,ENGINEERING DRAWING AND DESIGN,100,2,True
SPHB2101,PHYSICS LAB,100,1,True
SMTB1201,ADVANCED CALCULUS AND STATISTICS,100,3,False
SHSB1101,ENGLISH,100,3,False
SCYB1101,CHEMISTRY,100,3,False
SEEB1201,CIRCUIT THEORY AND NETWORK ANALYSIS,100,3,False
SECB1202,DC MACHINES AND TRANSFORMERS,100,3,False
SCYB2101,ENGINEERING CHEMISTRY LAB,100,1,True
SEEB2201,ELECTRICAL CIRCUITS AND ELECTRONIC DEVICES LAB,100,2,True
SEEB2202,DC MACHINES AND TRANSFORMERS LAB,100,2,True
SMTB1301,TRANSFORM TECHNIQUES AND COMPLEX ANALYSIS,100,3,False
SEEB1301,AC MACHINES,100,3,False
SEEB1302,ELECTROMAGNETIC FIELD THEORY,100,3,False
S13BLH31,ELECTRONIC CIRCUITS,100,4,True
S11BLH22,FUNDAMENTALS OF PYTHON PROGRAMMING,100,3,True
SISB4301,UNIVERSAL HUMAN VALUES,100,3,False
SEEB2301,AC MACHINES LAB,100,2,True
SMTB1401,FOURIER SERIES AND NUMERICAL METHODS,100,3,False
SEEB1401,CONTROL SYSTEMS,100,3,False
SEEB1402,TRANSMISSION AND DISTRIBUTION,100,3,False
SEEB1403,POWER ELECTRONICS,100,3,False
S13BLH52,DATA STRUCTURES USING C,100,4,True
SEEB2401,POWER ELECTRONICS AND ELECTRIC VEHICLE LAB,100,2,True
SCSBDPROJ,DESIGN THINKING AND INNOVATIONS,100,2,True
SECB1401,ANALOG INTEGRATED CIRCUITS,100,3,False
SEEB1501,POWER SYSTEM ANALYSIS,100,3,False
SEEB1502,ELECTRICAL MACHINE DESIGN,100,3,False
SEEB1601,POWER SYSTEM OPERATION AND CONTROL,100,3,False
SEEB1602,Electrical Drives and Control,100,3,False
S14BLH61,DIGITAL SIGNAL PROCESSING AND ITS APPLICATIONS,100,4,True
SEEB2601,POWER SYSTEMS LAB,100,2,True
S14BLH71,PRINCIPLES OF EMBEDDED SYSTEM DESIGN,100,4,True
SEEB1701,POWER SYSTEM PROTECTION AND SWITCHGEAR,100,3,False
SEEB3001,POWER SYSTEM RESTRUCTURING AND DEREGULATION,100,3,False
SEEB3002,ELECTRICAL POWER QUALITY,100,3,False
SEEB3003,FLEXIBLE AC TRANSMISSION SYSTEM,100,3,False
SEEB3004,HIGH VOLTAGE ENGINEERING,100,3,False
SEEB3005,FACTS and HVDC,100,3,False
SEEB3006,HIGH VOLTAGE ENGINEERING AND HVDC TRANSMISSION,100,3,False
SEEB3007,EHVAC TRANSMISSION,100,3,False
SEEB3008,DISTRIBUTED GENERATION AND MICROGRID,100,3,False
SEEB3009,POWER GENERATION AND UTILIZATION,100,3,False
SEEB3010,ENERGY MANAGEMENT AND SCADA,100,3,False
SEEB3011,MEASUREMENTS AND INSTRUMENTATION,100,3,False
SEEB3012,POWER PLANT INSTRUMENTATION,100,3,False
SEEB3013,INDUSTRIAL INSTRUMENTATION AND AUTOMATION,100,3,False
SEEB3014,TESTING AND COMMISSIONING OF ELECTRICAL EQUIPMENT,100,3,False
SECB3015,ROBOTICS AND AUTOMATION,100,3,False
SEEB3016,ADVANCED POWER ELECTRONICS,100,3,False
SEEB3017,ADVANCED CONTROL SYSTEMS,100,3,False
SEEB3018,MODERN POWER CONVERTERS,100,3,False
SEEB3019,RENEWABLE ENERGY SYSTEMS,100,3,False
SEEB3020,ENERGY STORAGE SYSTEMS,100,3,False
SEEB3021,ELECTRICAL ESTIMATION AND ENERGY AUDITING,100,3,False
SEEB3022,COMPUTER CONTROL OF ELECTRIC DRIVES,100,3,False
SEEB3023,COMPUTER AIDED ELECTRICAL DRAWING,100,3,True
SEEB3024,INDUSTRIAL DRIVES AND AUTOMATION,100,3,False
SECB3025,SPECIAL ELECTRICAL MACHINES AND CONTROL,100,3,False
SECB3026,INDUSTRY 4.0 FOR ELECTRICAL ENGINEERS,100,3,False
SEEB3027,EMBEDDED SYSTEMS AND IOT,100,3,False
SECB3028,MACHINE LEARNING ALGORITHMS,100,3,False
SEEB3029,FUNDAMENTALS OF FUZZY LOGIC AND NEURAL NETWORKS,100,3,False
SEEB3030,BIOMEDICAL INSTRUMENTATION,100,3,False
SBAB4001,PRINCIPLES AND PRACTICES OF MANAGEMENT,100,3,False
S41BPB 41,VENTURE CREATION,100,3,False
SMTB1101,MATRICES AND CALCULUS,100,3,False
SPHB1101,PHYSICS,100,3,False
SMRB1101,DIGITAL ELECTRONICS,100,3,False
SMEB1102,ENGINEERING GRAPHICS AND DESIGN,100,3,False
S11BLH11,PROBLEM SOLVING TECHNIQUES USING C,100,3,False
SPHB2101,PHYSICS LAB,100,1,True
SMEB2101,COMPUER AIDED DESIGN LAB,100,2,True
SBTB1101,ENVIRONMENTAL SCIENCE AND ENGINEERING,0,3,False
SMTB1201,ADVANCED CALCULUS AND STATISTICS,100,3,False
SHSB1101,TECHNICAL ENGLISH,100,3,False
SCYB1101,CHEMISTRY,100,3,False
SMEB1201,ENGINEERING MECHANICS,100,3,False
SEEB1203,BASIC ELECTRICAL ENGINEERING,100,3,False
SMRB1201,MATERIALS AND MEASUREMENTS,100,3,False
SCYB2101,CHEMISTRY LAB,50,1,True
SMEB2201,WORKSHOP PRACTICE,100,2,True
SMTB1301,TRANSFORM TECHNIQUES AND COMPLEX ANALYSIS,100,3,False
SMRB1301,SENSORS AND ELECTRONIC INSTRUMENTATION,100,3,False
SMRB1302,MICRO PROCESSOR AND CONTROLLER,100,3,False
SMRB1303,APPLIED THERMODYNAMICS,100,3,False
