subject_code,subject_name,max_marks,credit,practical
SCSB3712,BIG DATA ANALYTICS,100,4,False
SCSB3713,DATA MINING AND DATA WAREHOUSING,100,4,False
SCSB3714,NATURAL LANGUAGE PROCESSING,100,3,False
SCSB3715,COMPUTER VISION,100,3,False
SCSB3716,AI IN SPEECH PROCESSING,100,3,False
SCSB3717,AI FOR IOT,100,4,False
SCSB3718,AI FOR HEALTHCARE,100,4,False
SCSB3719,AI FOR FINANCE,100,4,False
SCSB3720,AI FOR MARKETING,100,4,False
SCSB3721,AI FOR GAMING,100,4,False
SCSB3722,AI FOR EDUCATION,100,4,False
SCSB3723,AI FOR ROBOTICS,100,4,False
SCSB3724,AI FOR AGRICULTURE,100,4,False
SCSB3725,AI FOR TRANSPORTATION,100,4,False
SCSB3726,AI FOR MANUFACTURING,100,4,False
SCSB3727,AI FOR ENERGY,100,4,False
SCSB3728,AI FOR ENVIRONMENT,100,4,False
SCSB3801,ADVANCED DATA STRUCTURES,100,4,False
SCSB3802,ADVANCED ALGORITHMS,100,4,False
SCSB3803,ADVANCED OPERATING SYSTEMS,100,4,False
SCSB3804,ADVANCED COMPUTER NETWORKS,100,4,False
SCSB3805,ADVANCED DATABASE SYSTEMS,100,4,False
SCSB3806,CRYPTOGRAPHY AND NETWORK SECURITY,100,4,False
SCSB3807,SOFTWARE TESTING,100,4,False
SCSB3808,CYBER FORENSICS,100,4,False
SCSB3809,INFORMATION RETRIEVAL,100,4,False
SCSB3810,E -COMMERCE,100,4,False
SCSB3811,DATA WAREHOUSING AND DATA MINING,100,4,False
SCSB3812,WIRELESS SENSOR NETWORK AND ARCHITECTURE,100,3,False
SCSB3813,DISTRIBUTED SYSTEMS,100,4,False
SCSB3814,HIGH PERFORMANCE COMPUTING,100,4,False
SCSB3815,COMPUTATIONAL INTELLIGENCE,100,3,False
SCSB3816,MATHEMATICS FOR INTELLIGENT SYSTEMS,100,3,False
SCSB3817,DIGITAL IMAGE PROCESSING,100,3,False
SCSB3818,PATTERN RECOGNITION AND IMAGE VISION,100,3,False
SCSB3819,INDUSTRIAL ROBOTICS AND EXPERT SYSTEMS,100,3,False
SCSB3820,SYSTEM MODELING AND SIMULATION,100,3,False
SCSB3821,KNOWLEDGE MANAGEMENT SYSTEMS,100,3,False
SCSB3822,OPEN -SOURCE SYSTEMS,100,3,False
SCSB3823,MOBILE APPLICATION DEVELOPMENT,100,4,True
SCSB3824,HEALTHCARE ANALYTICS,100,3,False
SCSB3825,DIGITAL TRANSFORMATION AND FUTURE SOCIETIES,100,3,False
SCSB3826,ROBOTICS AND AUTOMATION,100,3,False
SCSB3827,ROBOTICS AND MACHINE VISION SYSTEM,100,3,False
SCSB3828,COMPREHENSIVE LINUX,100,3,False
SCSB3829,UNMANNED AERIAL VEHICLE DESIGN,100,3,False
SCSB3830,APPLICATION OF MACHINE LEARNING IN INDUSTRIES,100,3,False
SCSB3831,AI FOR HEALTHCARE,100,4,False
SCSB3832,AI IN SPEECH PROCESSING,100,3,False
SCSB3833,AI FOR FINANCE,100,4,False
SCSB3834,AI FOR MARKETING,100,4,False
SCSB3835,AI FOR GAMING,100,4,False
SCSB3836,AI FOR SECURITY,100,4,False
SCSB3837,AI FOR IOT,100,4,False
SCSB3838,AI FOR EDUCATION,100,4,False
SCSB3839,AI FOR ROBOTICS,100,4,False
SCSB3840,AI FOR AGRICULTURE,100,4,False
SCSB3841,AI FOR TRANSPORTATION,100,4,False
SCSB3842,AI FOR MANUFACTURING,100,4,False
SCSB3843,AI FOR ENERGY,100,4,False
SCSB3844,AI FOR ENVIRONMENT,100,4,False
SCSB3845,DEEP LEARNING,100,4,False
SCSB3846,MACHINE LEARNING,100,4,False
SCSB3847,DATA ANALYTICS,100,4,False
SCSB3848,DATA MINING AND DATA WAREHOUSING,100,4,False
SCSB3849,NATURAL LANGUAGE PROCESSING,100,3,False
SCSB3850,COMPUTER VISION,100,3,False
SCSB3851,NEURAL NETWORKS AND DEEP LEARNING,100,3,False
SCSB3852,DATA SCIENCE,100,4,False
SCSB3853,MACHINE LEARNING FOR DATA SCIENCE,100,4,False
SCSB3854,DATA VISUALIZATION,100,4,False
SCSB3855,DATA ENGINEERING,100,4,False
SCSB3856,BLOCKCHAIN TECHNOLOGY,100,4,False
SCSB3857,CYBER FORENSICS,100,4,False
SCSB3858,ADVANCED DATA ANALYTICS,100,4,False
SCSB3859,AI FOR GAMING,100,4,False
SCSB3860,AI FOR BUSINESS,100,4,False
SCSB3861,AI FOR HEALTHCARE,100,4,False
SCSB3862,AI FOR FINANCE,100,4,False
SCSB3863,AI FOR MARKETING,100,4,False
SCSB3864,AI FOR EDUCATION,100,4,False
SCSB3865,AI FOR ROBOTICS,100,4,False
SCSB3866,AI FOR AGRICULTURE,100,4,False
SCSB3867,AI FOR TRANSPORTATION,100,4,False
SCSB3868,AI FOR MANUFACTURING,100,4,False
SCSB3869,AI FOR ENERGY,100,4,False
SCSB3870,AI FOR ENVIRONMENT,100,4,False
SCSB3901,ADVANCED COMPUTER ARCHITECTURE,100,3,False
SCSB3902,ADVANCED OPERATING SYSTEMS,100,4,False
SCSB3903,ADVANCED DATABASE SYSTEMS,100,4,False
SCSB3904,ADVANCED NETWORKS,100,4,False
SCSB3905,CRYPTOGRAPHY AND NETWORK SECURITY,100,4,False
SCSB3906,SOFTWARE TESTING,100,4,False
SCSB3907,CYBER FORENSICS,100,4,False
SCSB3908,INFORMATION RETRIEVAL,100,4,False
SCSB3909,E -COMMERCE,100,4,False
SCSB3910,DATA WAREHOUSING AND DATA MINING,100,4,False
SCSB3911,WIRELESS SENSOR NETWORK AND ARCHITECTURE,100,3,False
SCSB3912,DISTRIBUTED SYSTEMS,100,4,False
SCSB3913,HIGH PERFORMANCE COMPUTING,100,4,False
SCSB3914,COMPUTATIONAL INTELLIGENCE,100,3,False
SCSB3915,MATHEMATICS FOR INTELLIGENT SYSTEMS,100,3,False
SCSB3916,DIGITAL IMAGE PROCESSING,100,3,False
SCSB3917,PATTERN RECOGNITION AND IMAGE VISION,100,3,False
SCSB3918,INDUSTRIAL ROBOTICS AND EXPERT SYSTEMS,100,3,False
SCSB3919,SYSTEM MODELING AND SIMULATION,100,3,False
SCSB3920,KNOWLEDGE MANAGEMENT SYSTEMS,100,3,False
SCSB3921,OPEN -SOURCE SYSTEMS,100,3,False
SCSB3922,MOBILE APPLICATION DEVELOPMENT,100,4,True
SCSB3923,HEALTHCARE ANALYTICS,100,3,False
SCSB3924,DIGITAL TRANSFORMATION AND FUTURE SOCIETIES,100,3,False
SCSB3925,ROBOTICS AND AUTOMATION,100,3,False
SCSB3926,ROBOTICS AND MACHINE VISION SYSTEM,100,3,False
SCSB3927,COMPREHENSIVE LINUX,100,3,False
SCSB3928,UNMANNED AERIAL VEHICLE DESIGN,100,3,False
SCSB3929,APPLICATION OF MACHINE LEARNING IN INDUSTRIES,100,3,False
SCSB3930,AI FOR HEALTHCARE,100,4,False
SCSB3931,AI IN SPEECH PROCESSING,100,3,False
SCSB3932,AI FOR FINANCE,100,4,False
SCSB3933,AI FOR MARKETING,100,4,False
SCSB3934,AI FOR GAMING,100,4,False
SCSB3935,AI FOR SECURITY,100,4,False
SCSB3936,AI FOR IOT,100,4,False
SCSB3937,AI FOR EDUCATION,100,4,False
SCSB3938,AI FOR ROBOTICS,100,4,False
SCSB3939,AI FOR AGRICULTURE,100,4,False
SCSB3940,AI FOR TRANSPORTATION,100,4,False
SCSB3941,AI FOR MANUFACTURING,100,4,False
SCSB3942,AI FOR ENERGY,100,4,False
SCSB3943,AI FOR ENVIRONMENT,100,4,False
SCSB4001,PRINCIPLES AND PRACTICES OF MANAGEMENT,100,3,False
SCSB4002,ENTREPRENEURSHIP,100,3,False
SCSB4003,BUSINESS COMMUNICATION,100,3,False
SCSB4004,BUSINESS ETHICS,100,3,False
SCSB4005,LEGAL ASPECTS OF IT,100,3,False
SCSB4006,SOFTWARE PROJECT MANAGEMENT,100,3,False
SCSB4007,HUMAN RESOURCE MANAGEMENT,100,3,False
SCSB4008,QUALITY MANAGEMENT,100,3,False
SCSB4009,STRATEGIC MANAGEMENT,100,3,False
SCSB4010,TOTAL QUALITY MANAGEMENT,100,3,False
SCSB4011,OPERATIONS MANAGEMENT,100,3,False
SCSB4012,INTERNATIONAL BUSINESS,100,3,False
SCSB4013,MARKETING MANAGEMENT,100,3,False
SCSB4014,FINANCIAL MANAGEMENT,100,3,False
SCSB4015,PROJECT MANAGEMENT,100,3,False
SCSB4016,BUSINESS ANALYTICS,100,3,False
SCSB4017,DATA SCIENCE,100,4,False
SCSB4018,MACHINE LEARNING,100,4,False
SCSB4019,DEEP LEARNING,100,4,False
SCSB4020,BIG DATA ANALYTICS,100,4,False
SCSB4021,CLOUD COMPUTING,100,4,False
SCSB4022,CYBER SECURITY,100,4,False
SCSB4023,SOFTWARE ENGINEERING,100,4,False
SCSB4024,WEB TECHNOLOGIES,100,4,False
SCSB4025,MOBILE APPLICATION DEVELOPMENT,100,4,True
SCSB4026,INTERNET OF THINGS,100,4,False
SCSB4027,ARTIFICIAL INTELLIGENCE,100,4,False
SCSB4028,BLOCKCHAIN TECHNOLOGY,100,4,False
SCSB4029,DATA MINING AND DATA WAREHOUSING,100,4,False
SCSB4030,NATURAL LANGUAGE PROCESSING,100,3,False
SCSB4031,COMPUTER VISION,100,3,False
SCSB4032,CYBER FORENSICS,100,4,False
SCSB4033,INFORMATION RETRIEVAL,100,4,False
SCSB4034,E -COMMERCE,100,4,False
SCSB4035,DATA SCIENCE,100,4,False
SCSB4036,MACHINE LEARNING FOR DATA SCIENCE,100,4,False
SCSB4037,DATA VISUALIZATION,100,4,False
SCSB4038,DATA ENGINEERING,100,4,False
SCSB4039,DEEP LEARNING,100,4,False
SCSB4040,ADVANCED DATA ANALYTICS,100,4,False
SCSB4041,AI FOR GAMING,100,4,False
SCSB4042,AI FOR BUSINESS,100,4,False
SCSB4043,AI FOR HEALTHCARE,100,4,False
SCSB4044,AI FOR FINANCE,100,4,False
SCSB4045,AI FOR MARKETING,100,4,False
SCSB4046,AI FOR EDUCATION,100,4,False
SCSB4047,AI FOR ROBOTICS,100,4,False
SCSB4048,AI FOR AGRICULTURE,100,4,False
SCSB4049,AI FOR TRANSPORTATION,100,4,False
SCSB4050,AI FOR MANUFACTURING,100,4,False
SCSB4051,AI FOR ENERGY,100,4,False
SCSB4052,AI FOR ENVIRONMENT,100,4,False
SCSB4053,ADVANCED COMPUTER ARCHITECTURE,100,3,False
SCSB4054,ADVANCED OPERATING SYSTEMS,100,4,False
SCSB4055,ADVANCED DATABASE SYSTEMS,100,4,False
SCSB4056,ADVANCED NETWORKS,100,4,False
SCSB4057,CRYPTOGRAPHY AND NETWORK SECURITY,100,4,False
SCSB4058,SOFTWARE TESTING,100,4,False
SCSB4059,CYBER FORENSICS,100,4,False
SCSB4060,INFORMATION RETRIEVAL,100,4,False
SCSB4061,E -COMMERCE,100,4,False
SCSB4062,DATA WAREHOUSING AND DATA MINING,100,4,False
SCSB4063,WIRELESS SENSOR NETWORK AND ARCHITECTURE,100,3,False
SCSB4064,DISTRIBUTED SYSTEMS,100,4,False
SCSB4065,HIGH PERFORMANCE COMPUTING,100,4,False
SCSB4066,COMPUTATIONAL INTELLIGENCE,100,3,False
SCSB4067,MATHEMATICS FOR INTELLIGENT SYSTEMS,100,3,False
SCSB4068,DIGITAL IMAGE PROCESSING,100,3,False
SCSB4069,PATTERN RECOGNITION AND IMAGE VISION,100,3,False
SCSB4070,INDUSTRIAL ROBOTICS AND EXPERT SYSTEMS,100,3,False
SCSB4071,SYSTEM MODELING AND SIMULATION,100,3,False
SCSB4072,KNOWLEDGE MANAGEMENT SYSTEMS,100,3,False
SCSB4073,OPEN -SOURCE SYSTEMS,100,3,False
SCSB4074,MOBILE APPLICATION DEVELOPMENT,100,4,True
SCSB4075,HEALTHCARE ANALYTICS,100,3,False
SCSB4076,DIGITAL TRANSFORMATION AND FUTURE SOCIETIES,100,3,False
SCSB4077,ROBOTICS AND AUTOMATION,100,3,False
SCSB4078,ROBOTICS AND MACHINE VISION SYSTEM,100,3,False
SCSB4079,COMPREHENSIVE LINUX,100,3,False
SCSB4080,UNMANNED AERIAL VEHICLE DESIGN,100,3,False
SCSB4081,APPLICATION OF MACHINE LEARNING IN INDUSTRIES,100,3,False
SCSB4082,AI FOR HEALTHCARE,100,4,False
SCSB4083,AI IN SPEECH PROCESSING,100,3,False
SCSB4084,AI FOR FINANCE,100,4,False
SCSB4085,AI FOR MARKETING,100,4,False
SCSB4086,AI FOR GAMING,100,4,False
SCSB4087,AI FOR SECURITY,100,4,False
SCSB4088,AI FOR IOT,100,4,False
SCSB4089,AI FOR EDUCATION,100,4,False
SCSB4090,AI FOR ROBOTICS,100,4,False
SCSB4091,AI FOR AGRICULTURE,100,4,False
SCSB4092,AI FOR TRANSPORTATION,100,4,False
SCSB4093,AI FOR MANUFACTURING,100,4,False
SCSB4094,AI FOR ENERGY,100,4,False
SCSB4095,AI FOR ENVIRONMENT,100,4,False
S41BPB41,VENTURE CREATION,100,3,False
SHSB1101,TECHNICAL ENGLISH,100,3,False
SMTB1103,CALCULUS AND NUMERICAL METHODS,100,3,False
SPHB1101,PHYSICS,100,3,False
SEEB1101,ELECTRICAL AND ELECTRONICS ENGINEERING,100,3,False
S11BLH11,PROGRAMMING IN C,100,4,True
SPHB2101,PHYSICS LAB,50,1,True
SMTB1203,DISCRETE STRUCTURES,100,3,False
SCYB 1101,CHEMISTRY,100,3,False
SCSB1261,INTRODUCTION TO BLOCKCHAIN TECHNOLOGY,100,3,False
SCSB1251,ARTIFICIAL NTELLIGENCE SEARCH METHODS AND REASONING,100,3,False
S11BLH21,PROGRAMMING IN PYTHON,100,4,True
S731BLH22,DATA STRUCTURES AND ALGORITHM,100,4,True
SCYB 2101,CHEMISTRY LAB,50,1,True
SMTB1304,MATRICES AND LINEAR ALGEBRA,100,3,False
SCSB1301,COMPUTER ARCHITECTURE AND ORGANIZATION,100,3,False
SISB4301,UNIVERSAL HUMAN VALUES,100,4,False
SCSB1303,THEORY OF COMPUTATION,100,3,False
SCSB1261,FUNDAMENTALS OF BITCOIN,100,3,False
S613BLH31,CYBER THREATS FOR IOT AND CLOUD,100,3,False
S12BLH31,PROGRAMMING IN JAVA,100,4,True
S731BLH31,OPERATING SYSTEMS,100,4,True
S11BLH 41,DATABASE MANAGEMENT SYSTEMS,100,4,True
SCSB1361,BLOCKCHAIN DESIGN AND USE CASES,100,3,False
SCSB1402,PROBABILITY AND STATISTICS,100,3,False
SCSB1461,ENTERPRISE BLOCK CHAIN PLATFORMS,100,3,False
SCSB1562,ETHICS, LAW AND POLICY,100,3,False
S613BLH31,INTRODUCTION TO ETHEREUM AND SOLIDITY PROGRAMMING LANGUAGE,100,4,True
S613BLH42,NETWORK SECURITY,100,4,True
SCSB1303,DISCRETE MATHEMATICS,100,3,False
SCSB1501,DATA COMMUNICATIONS AND NETWORKS,100,3,False
SCSB1361,BLOCKCHAIN DESIGN AND USE CASES,100,3,False
SCSB1562,ETHICS, LAW AND POLICY,100,3,False
SCSB1562,ENTERPRISE BLOCK CHAIN PLATFORMS,100,3,False
SCSB1461,INTRODUCTION TO ETHEREUM AND SOLIDITY PROGRAMMING LANGUAGE,100,4,True
SCSB1562,ETHICS, LAW AND POLICY,100,3,False
SCSB1661,FUNDAMENTALS OF BITCOIN,100,3,False
SCSB1661,BLOCKCHAIN DESIGN AND USE CASES,100,3,False
SCSB1303,THEORY OF COMPUTATION,100,3,False
SCSB1261,INTRODUCTION TO BLOCKCHAIN TECHNOLOGY,100,3,False
SCSB1361,BLOCKCHAIN DESIGN AND USE CASES,100,3,False
SCSB1251,ARTIFICIAL NTELLIGENCE SEARCH METHODS AND REASONING,100,3,False
SCSB1461,ENTERPRISE BLOCK CHAIN PLATFORMS,100,3,False
SCSB1261,INTRODUCTION TO BLOCKCHAIN TECHNOLOGY,100,3,False
SCSB1361,BLOCKCHAIN DESIGN AND USE CASES,100,3,False
SCSB1562,ETHICS, LAW AND POLICY,100,3,False
SCSB1461,ENTERPRISE BLOCK CHAIN PLATFORMS,100,3,False
SCSB1361,INTRODUCTION TO ETHEREUM AND SOLIDITY PROGRAMMING LANGUAGE,100,4,True
SCSB1361,BLOCKCHAIN DESIGN AND USE CASES,100,3,False
SCSB1461,ENTERPRISE BLOCK CHAIN PLATFORMS,100,3,False
SCSB1661,FUNDAMENTALS OF BITCOIN,100,3,False
SCSB1662,BLOCKCHAINS IN BUSINESS AND CREATING ICO,100,3,False
SCSB1661,FUNDAMENTALS OF BITCOIN,100,3,False
SCSB1261,INTRODUCTION TO BLOCKCHAIN TECHNOLOGY,100,3,False
SCSB1261,FUNDAMENTALS OF BITCOIN,100,3,False
SCSB1461,ENTERPRISE BLOCK CHAIN PLATFORMS,100,3,False
SCSB1361,BLOCKCHAIN DESIGN AND USE CASES,100,3,False
SCSB1461,ENTERPRISE BLOCK CHAIN PLATFORMS,100,3,False
SCSB1562,ETHICS, LAW AND POLICY,100,3,False
SCSB1662,BLOCKCHAINS IN BUSINESS AND CREATING ICO,100,3,False
SCSB1661,FUNDAMENTALS OF BITCOIN,100,3,False
SCSB1261,INTRODUCTION TO BLOCKCHAIN TECHNOLOGY,100,3,False
SCSB1661,FUNDAMENTALS OF BITCOIN,100,3,False
SCSB1461,ENTERPRISE BLOCK CHAIN PLATFORMS,100,3,False
SCSB1661,FUNDAMENTALS OF BITCOIN,100,3,False
SCSB1261,INTRODUCTION TO BLOCKCHAIN TECHNOLOGY,100,3,False
SCSB1662,BLOCKCHAINS IN BUSINESS AND CREATING ICO,100,3,False
SCSB1661,FUNDAMENTALS OF BITCOIN,100,3,False
SCSB1361,BLOCKCHAIN DESIGN AND USE CASES,100,3,False
SCSB1251,ARTIFICIAL NTELLIGENCE SEARCH METHODS AND REASONING,100,3,False
SCSB1461,ENTERPRISE BLOCK CHAIN PLATFORMS,100,3,False
SCSB1562,ETHICS, LAW AND POLICY,100,3,False
SCSB1662,BLOCKCHAINS IN BUSINESS AND CREATING ICO,100,3,False
SCSB1251,ARTIFICIAL NTELLIGENCE SEARCH METHODS AND REASONING,100,3,False
SCSB1251,ARTIFICIAL NTELLIGENCE SEARCH METHODS AND REASONING,100,3,False
SCSB1562,ETHICS, LAW AND POLICY,100,3,False
SCSB1461,ENTERPRISE BLOCK CHAIN PLATFORMS,100,3,False
SCSB1261,INTRODUCTION TO BLOCKCHAIN TECHNOLOGY,100,3,False
SCSB1461,ENTERPRISE BLOCK CHAIN PLATFORMS,100,3,False
SCSB1562,ETHICS, LAW AND POLICY,100,3,False
SCSB1661,FUNDAMENTALS OF BITCOIN,100,3,False
SCSB1662,BLOCKCHAINS IN BUSINESS AND CREATING ICO,100,3,False
SCSB1661,FUNDAMENTALS OF BITCOIN,100,3,False
SCSB1261,INTRODUCTION TO BLOCKCHAIN TECHNOLOGY,100,3,False
SCSB1261,FUNDAMENTALS OF BITCOIN,100,3,False
SCSB1361,BLOCKCHAIN DESIGN AND USE CASES,100,3,False
SCSB1661,FUNDAMENTALS OF BITCOIN,100,3,False
SCSB1261,INTRODUCTION TO BLOCKCHAIN TECHNOLOGY,100,3,False
SCSB1361,BLOCKCHAIN DESIGN AND USE CASES,100,3,False
SCSB1461,ENTERPRISE BLOCK CHAIN PLATFORMS,100,3,False
SCSB1562,ETHICS, LAW AND POLICY,100,3,False
SCSB1562,ETHICS, LAW AND POLICY,100,3,False
SCSB1301,COMPUTER ARCHITECTURE AND ORGANIZATION,100,3,False
SCSB1661,FUNDAMENTALS OF BITCOIN,100,3,False
SCSB1461,ENTERPRISE BLOCK CHAIN PLATFORMS,100,3,False
SCSB1361,BLOCKCHAIN DESIGN AND USE CASES,100,3,False
SCSB1361,BLOCKCHAIN DESIGN AND USE CASES,100,3,False
SCSB1461,ENTERPRISE BLOCK CHAIN PLATFORMS,100,3,False
SCSB1361,BLOCKCHAIN DESIGN AND USE CASES,100,3,False
SCSB1251,ARTIFICIAL NTELLIGENCE SEARCH METHODS AND REASONING,100,3,False
SCSB1562,ETHICS, LAW AND POLICY,100,3,False
SCSB1661,FUNDAMENTALS OF BITCOIN,100,3,False
SCSB1251,ARTIFICIAL NTELLIGENCE SEARCH METHODS AND REASONING,100,3,False
SCSB1662,BLOCKCHAINS IN BUSINESS AND CREATING ICO,100,3,False
SCSB1261,INTRODUCTION TO BLOCKCHAIN TECHNOLOGY,100,3,False
SCSB1251,ARTIFICIAL NTELLIGENCE SEARCH METHODS AND REASONING,100,3,False
SCSB1251,ARTIFICIAL NTELLIGENCE SEARCH METHODS AND REASONING,100,3,False
SCSB1461,ENTERPRISE BLOCK CHAIN PLATFORMS,100,3,False
SCSB1261,INTRODUCTION TO BLOCKCHAIN TECHNOLOGY,100,3,False
SCSB1261,INTRODUCTION TO BLOCKCHAIN TECHNOLOGY,100,3,False
SCSB1361,BLOCKCHAIN DESIGN AND USE CASES,100,3,False
SCSB1261,INTRODUCTION TO BLOCKCHAIN TECHNOLOGY,100,3,False
SCSB1461,ENTERPRISE BLOCK CHAIN PLATFORMS,100,3,False
SCSB1661,FUNDAMENTALS OF BITCOIN,100,3,False
SCSB1661,FUNDAMENTALS OF BITCOIN,100,3,False
SCSB1261,INTRODUCTION TO BLOCKCHAIN TECHNOLOGY,100,3,False
SCSB1261,INTRODUCTION TO BLOCKCHAIN TECHNOLOGY,100,3,False
SCSB1261,INTRODUCTION TO BLOCKCHAIN TECHNOLOGY,100,3,False
SCSB1361,BLOCKCHAIN DESIGN AND USE CASES,100,3,False
SCSB1261,INTRODUCTION TO BLOCKCHAIN TECHNOLOGY,100,3,False
SCSB1361,BLOCKCHAIN DESIGN AND USE CASES,100,3,False
SCSB1261,INTRODUCTION TO BLOCKCHAIN TECHNOLOGY,100,3,False
SCSB1261,INTRODUCTION TO BLOCKCHAIN TECHNOLOGY,100,3,False
SCSB1662,BLOCKCHAINS IN BUSINESS AND CREATING ICO,100,3,False
SCSB1662,BLOCKCHAINS IN BUSINESS AND CREATING ICO,100,3,False
SCSB1562,ETHICS, LAW AND POLICY,100,3,False
SCSB1661,FUNDAMENTALS OF BITCOIN,100,3,False
SCSB1562,ETHICS, LAW AND POLICY,100,3,False
SCSB1562,ETHICS, LAW AND POLICY,100,3,False
SCSB1662,BLOCKCHAINS IN BUSINESS AND CREATING ICO,100,3,False
SCSB1251,ARTIFICIAL NTELLIGENCE SEARCH METHODS AND REASONING,100,3,False
SCSB1661,FUNDAMENTALS OF BITCOIN,100,3,False
SCSB1251,ARTIFICIAL NTELLIGENCE SEARCH METHODS AND REASONING,100,3,False
SCSB1251,ARTIFICIAL NTELLIGENCE SEARCH METHODS AND REASONING,100,3,False
SCSB1661,FUNDAMENTALS OF BITCOIN,100,3,False
SCSB1261,INTRODUCTION TO BLOCKCHAIN TECHNOLOGY,100,3,False
SCSB1261,INTRODUCTION TO BLOCKCHAIN TECHNOLOGY,100,3,False
SCSB1251,ARTIFICIAL NTELLIGENCE SEARCH METHODS AND REASONING,100,3,False
SCSB1562,ETHICS, LAW AND POLICY,100,3,False
SCSB1562,ETHICS, LAW AND POLICY,100,3,False
SCSB1261,INTRODUCTION TO BLOCKCHAIN TECHNOLOGY,100,3,False
SCSB1461,ENTERPRISE BLOCK CHAIN PLATFORMS,100,3,False
SCSB1261,INTRODUCTION TO BLOCKCHAIN TECHNOLOGY,100,3,False
SCSB1361,BLOCKCHAIN DESIGN AND USE CASES,100,3,False
SCSB1461,ENTERPRISE BLOCK CHAIN PLATFORMS,100,3,False
SCSB1562,ETHICS, LAW AND POLICY,100,3,False
SCSB1661,FUNDAMENTALS OF BITCOIN,100,3,False
SCSB1562,ETHICS, LAW AND POLICY,100,3,False
SCSB1562,ETHICS, LAW AND POLICY,100,3,False
SCSB1662,BLOCKCHAINS IN BUSINESS AND CREATING ICO,100,3,False
SCSB1251,ARTIFICIAL NTELLIGENCE SEARCH METHODS AND REASONING,100,3,False
SCSB1661,FUNDAMENTALS OF BITCOIN,100,3,False
SCSB1251,ARTIFICIAL NTELLIGENCE SEARCH METHODS AND REASONING,100,3,False
SCSB1662,BLOCKCHAINS IN BUSINESS AND CREATING ICO,100,3,False
SCSB1251,ARTIFICIAL NTELLIGENCE SEARCH METHODS AND REASONING,100,3,False
SCSB1461,ENTERPRISE BLOCK CHAIN PLATFORMS,100,3,False
SCSB1251,ARTIFICIAL NTELLIGENCE SEARCH METHODS AND REASONING,100,3,False
SCSB1461,ENTERPRISE BLOCK CHAIN PLATFORMS,100,3,False
SCSB1661,FUNDAMENTALS OF BITCOIN,100,3,False
SCSB1662,BLOCKCHAINS IN BUSINESS AND CREATING ICO,100,3,False
SCSB1662,BLOCKCHAINS IN BUSINESS AND CREATING ICO,100,3,False
SCSB1661,FUNDAMENTALS OF BITCOIN,100,3,False
SCSB1661,FUNDAMENTALS OF BITCOIN,100,3,False
SCSB1361,BLOCKCHAIN DESIGN AND USE CASES,100,3,False
SCSB1251,ARTIFICIAL NTELLIGENCE SEARCH METHODS AND REASONING,100,3,False
SCSB1661,FUNDAMENTALS OF BITCOIN,100,3,False
SCSB1251,ARTIFICIAL NTELLIGENCE SEARCH METHODS AND REASONING,100,3,False
SCSB1562,ETHICS, LAW AND POLICY,100,3,False
SCSB1562,ETHICS, LAW AND POLICY,100,3,False
SCSB1461,ENTERPRISE BLOCK CHAIN PLATFORMS,100,3,False
SCSB1361,BLOCKCHAIN DESIGN AND USE CASES,100,3,False
SCSB1261,INTRODUCTION TO BLOCKCHAIN TECHNOLOGY,100,3,False
SCSB1261,INTRODUCTION TO BLOCKCHAIN TECHNOLOGY,100,3,False
SCSB1261,INTRODUCTION TO BLOCKCHAIN TECHNOLOGY,100,3,False
SCSB1461,ENTERPRISE BLOCK CHAIN PLATFORMS,100,3,False
SCSB1562,ETHICS, LAW AND POLICY,100,3,False
SCSB1562,ETHICS, LAW AND POLICY,100,3,False
SCSB1261,INTRODUCTION TO BLOCKCHAIN TECHNOLOGY,100,3,False
SCSB1661,FUNDAMENTALS OF BITCOIN,100,3,False
SCSB1251,ARTIFICIAL NTELLIGENCE SEARCH METHODS AND REASONING,100,3,False
SCSB1661,FUNDAMENTALS OF BITCOIN,100,3,False
SCSB1461,ENTERPRISE BLOCK CHAIN PLATFORMS,100,3,False
SCSB1461,ENTERPRISE BLOCK CHAIN PLATFORMS,100,3,False
SCSB1251,ARTIFICIAL NTELLIGENCE SEARCH METHODS AND REASONING,100,3,False
SCSB1251,ARTIFICIAL NTELLIGENCE SEARCH METHODS AND REASONING,100,3,False
SCSB1562,ETHICS, LAW AND POLICY,100,3,False
SCSB1562,ETHICS, LAW AND POLICY,100,3,False
SCSB1661,FUNDAMENTALS OF BITCOIN,100,3,False
SCSB1251,ARTIFICIAL NTELLIGENCE SEARCH METHODS AND REASONING,100,3,False
SCSB1662,BLOCKCHAINS IN BUSINESS AND CREATING ICO,100,3,False
SCSB1261,INTRODUCTION TO BLOCKCHAIN TECHNOLOGY,100,3,False
SCSB1562,ETHICS, LAW AND POLICY,100,3,False
SCSB1662,BLOCKCHAINS IN BUSINESS AND CREATING ICO,100,3,False
SCSB1261,INTRODUCTION TO BLOCKCHAIN TECHNOLOGY,100,3,False
SCSB1662,BLOCKCHAINS IN BUSINESS AND CREATING ICO,100,3,False
SCSB1662,BLOCKCHAINS IN BUSINESS AND CREATING ICO,100,3,False
SCSB1661,FUNDAMENTALS OF BITCOIN,100,3,False
SCSB1661,FUNDAMENTALS OF BITCOIN,100,3,False
SCSB1261,INTRODUCTION TO BLOCKCHAIN TECHNOLOGY,100,3,False
SCSB1661,FUNDAMENTALS OF BITCOIN,100,3,False
